-4912, -128, 16048
-5736, -368, 15872
-6440, 344, 15072
-6640, -568, 15896
-7136, -48, 15816
-8032, -312, 15216
-8864, -632, 15080
-9792, -152, 13792
-9976, -544, 12824
-10304, -88, 13080
-11544, -992, 12192
-11864, -360, 12960
-12776, -640, 11688
-12904, -216, 10120
-13400, -136, 10096
-13688, 32, 8720
-14744, -776, 8784
-15072, -360, 8480
-14536, -488, 7440
-15112, 64, 7176
-15944, -808, 6032
-15480, -336, 5280
-16232, -552, 5448
-16408, -224, 4064
-16232, -304, 3200
-16456, -520, 2328
-16528, -120, 976
-16808, -216, 0
-16272, -488, -920
-16832, -704, -1056
-16696, -792, -1808
-16336, -520, -3360
-15856, -88, -2824
-15608, -696, -4312
-15488, -424, -3776
-15216, -296, -6168
-15136, -952, -6496
-14848, -696, -7368
-14224, -304, -6344
-13560, -768, -8552
-13952, -440, -9704
-13456, -344, -9680
-12224, -256, -9568
-12088, -384, -11088
-11872, -488, -11264
-10968, -448, -11984
-10064, -512, -11112
-10184, -1088, -13320
-9640, -608, -13568
-8504, -592, -12816
-8320, -664, -14056
-7272, -544, -15328
-7104, -976, -14552
-6080, -664, -15344
-5696, -352, -14968
-5008, -1000, -15536
-3296, -568, -15680
-3080, -752, -15736
-2112, -592, -15496
-1664, -536, -16712
-672, -680, -15456
432, -568, -16512
1296, -344, -15584
1840, -736, -15976
2096, -904, -16512
3544, -64, -15496
4144, -704, -14728
4776, -696, -15528
5448, -512, -15712
6256, -440, -14800
7296, -456, -14968
7744, -48, -13720
8368, -552, -14200
8920, -720, -13512
10080, -288, -12224
10312, -504, -13064
10856, -296, -11832
11376, -456, -10976
11992, -712, -11576
12920, 0, -10488
12888, -696, -10120
13448, -224, -9568
11864, 736, -8024
14264, -528, -6560
14960, 808, -7400
15072, -624, -5952
15120, -432, -5144
15224, -168, -5200
15608, -224, -4392
16080, -328, -2608
15704, -1024, -2848
16408, -304, -544
16368, 616, -1048
16664, 64, -208
15912, -208, 160
16640, -64, 1504
16456, 224, 1312
16104, -184, 3144
16104, 104, 3960
15536, -840, 3912
16264, 8, 5896
15544, -336, 5568
14712, -496, 6336
14824, -448, 7104
14040, -896, 8328
14144, 120, 7760
14384, -392, 10360
13120, -48, 9352
13320, -504, 11032
12424, -168, 11280
11528, -616, 11184
11384, -32, 12160
10192, -360, 12080
10640, -384, 13016
9376, 8, 13336
8992, 152, 14720
8376, 200, 13888
7824, -168, 15024
7344, 416, 15816
6456, -272, 15768
5720, -1032, 17080
4896, -664, 16056
4304, 136, 15232
3176, -296, 16128
2704, -160, 16528
2448, 72, 16360
1816, -416, 17520
1400, -224, 17160
992, -552, 16288
832, -232, 16832
440, -216, 16640
176, -312, 16968
64, -216, 17104
-152, -320, 16504
-392, -128, 17128
-344, -296, 16864
-560, -80, 16128
1120, -3528, 26480
-1560, 7928, 13384
-4928, -1096, 7552
-968, -11896, 5160
592, -16504, 888
-40, -16768, 696
64, -16856, 496
80, -16744, 616
216, -16776, 448
592, -16640, 640
736, -16376, 520
1128, -16640, 552
1472, -16608, 352
2232, -15944, 456
2448, -17320, 744
2472, -16144, 80
3224, -16088, 336
3696, -17024, 48
4768, -15296, 712
4840, -16440, 256
5456, -16680, 472
6696, -15824, 704
7848, -15136, 1440
7800, -14384, 616
8872, -14808, 904
9224, -13000, 128
9928, -14464, 1000
10072, -13768, 616
10520, -13400, 216
11952, -11856, 1088
12944, -11936, 1384
12456, -10632, 1600
13552, -9744, 368
13376, -9048, 536
14536, -8416, 464
14424, -6824, 192
14320, -8320, 1136
15248, -5416, 1368
15560, -5912, 712
15024, -4968, 336
16352, -4008, 824
15584, -1888, -984
16064, -2208, 128
16104, -136, -576
16160, -1848, 256
16240, -376, 624
16320, 432, 120
17032, 1080, 1128
15872, 2480, 136
16152, 2552, 768
16192, 3824, 768
15096, 3320, -96
16000, 5040, 440
15248, 4184, 224
14992, 6520, 800
15136, 7456, 456
14464, 7664, 432
13872, 8672, -56
13544, 8048, 344
13432, 8496, 616
12528, 10536, 136
12272, 9016, 1040
11256, 10176, 48
11328, 12000, 640
10040, 10976, 240
10040, 12432, 608
9568, 14184, -32
8456, 12440, -56
7768, 14216, -240
6616, 14616, -80
6584, 13240, 24
5848, 16176, 96
5808, 17296, 240
4656, 15120, 120
3776, 16872, 256
3536, 16408, 128
2288, 14640, 288
1648, 17280, 440
400, 16144, 24
0, 16120, 120
-1176, 16592, -56
-2048, 15096, 32
-2144, 15656, -64
-2744, 17120, 256
-4648, 13760, -344
-5056, 15968, -8
-5352, 15272, 96
-6312, 14056, 120
-7096, 14768, -176
-7608, 13256, -40
-7808, 12912, 272
-8952, 13992, 32
-9816, 11600, -144
-9640, 13664, 384
-10288, 12720, 0
-11608, 10304, 24
-11712, 11480, -176
-12496, 10304, 168
-12968, 9504, 8
-12816, 10352, -296
-14392, 7552, 152
-14088, 7672, -64
-14696, 7224, 136
-14920, 5784, 568
-15184, 5872, -384
-15048, 6184, -112
-16032, 3088, -16
-16016, 4400, 256
-16008, 3184, -96
-15952, 2632, 264
-16608, 1288, 136
-16520, -144, 192
-16360, 304, 1032
-16288, -640, 240
-16464, -1256, -392
-16680, -2360, -1288
-16536, -3424, 136
-16512, -4080, -1568
-15568, -4192, 424
-15680, -6640, -456
-15048, -6576, 1216
-15456, -6768, -1376
-14568, -9208, 840
-14480, -9224, 1136
-13792, -9616, 1216
-13592, -10168, 360
-13088, -10544, 736
-12624, -11656, 848
-12320, -11672, -336
-11072, -12720, 1192
-10608, -13776, 1424
-10736, -13576, 56
-10304, -14120, 720
-9248, -14800, 472
-8416, -15120, 1232
-7656, -14824, 144
-7336, -16216, 1008
-6784, -15840, 680
-5752, -16072, 408
-5208, -16080, 808
-4456, -16304, 1064
-4152, -16232, 144
-3016, -16792, 512
-2728, -16432, 368
-2248, -16224, 248
-2040, -16616, 416
-1576, -17024, 536
-1200, -16480, 440
-808, -16328, 696
-936, -16744, 384
-224, -16760, 432
-144, -16840, 624
-160, -16832, 408
-328, -16744, 344
-160, -16720, 368
-128, -16808, 360
-168, -16816, 568
-112, -16896, 336
-8, -16792, 736
-120, -16640, 464
-72, -16832, 488
40, -16752, 400
368, -16224, 416